Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,39400.000000,39400.000000,38550.000000,38750.000000,33776.156250,7847664
2019-01-03,38300.000000,38550.000000,37450.000000,37600.000000,32773.761719,12471493
2019-01-04,37450.000000,37600.000000,36850.000000,37450.000000,32643.011719,14108958
2019-01-07,38000.000000,38900.000000,37800.000000,38750.000000,33776.156250,12748997
2019-01-08,38000.000000,39200.000000,37950.000000,38100.000000,33209.574219,12756554
2019-01-09,38650.000000,39600.000000,38300.000000,39600.000000,34517.054688,17452708
2019-01-10,40000.000000,40150.000000,39600.000000,39800.000000,34691.378906,14731699
2019-01-11,40350.000000,40550.000000,39950.000000,40500.000000,35301.523438,11661063
2019-01-14,40450.000000,40700.000000,39850.000000,40050.000000,34909.289063,11984996
2019-01-15,40050.000000,41100.000000,39850.000000,41100.000000,35824.511719,11492756
2019-01-16,41150.000000,41450.000000,40700.000000,41450.000000,36129.593750,8491595
2019-01-17,41700.000000,42100.000000,41450.000000,41950.000000,36565.414063,11736903
2019-01-18,42000.000000,42400.000000,41950.000000,42300.000000,36870.484375,11029256
2019-01-21,42700.000000,42750.000000,41900.000000,42750.000000,37262.726563,11355701
2019-01-22,42750.000000,42850.000000,41850.000000,42150.000000,36739.738281,9964356
2019-01-23,41350.000000,42250.000000,41350.000000,42000.000000,36608.980469,11071079
2019-01-24,43050.000000,43100.000000,42350.000000,43050.000000,37524.207031,14747623
2019-01-25,44300.000000,44750.000000,43750.000000,44750.000000,39006.011719,22789395
2019-01-28,45000.000000,45500.000000,44600.000000,45050.000000,39267.500000,17998914
2019-01-29,45050.000000,45500.000000,44350.000000,45500.000000,39659.750000,16215017
2019-01-30,44800.000000,46400.000000,44800.000000,46400.000000,40444.222656,17505980
2019-01-31,46650.000000,47050.000000,46150.000000,46150.000000,40226.308594,21621145
2019-02-01,46650.000000,46950.000000,46250.000000,46350.000000,40400.628906,13832454
2019-02-07,46800.000000,47100.000000,46200.000000,46200.000000,40269.886719,15872001
2019-02-08,45700.000000,45700.000000,44650.000000,44800.000000,39049.589844,12689196
2019-02-11,44500.000000,45000.000000,44250.000000,45000.000000,39223.929688,11125044
2019-02-12,44650.000000,46250.000000,44650.000000,46050.000000,40139.148438,13184367
2019-02-13,46400.000000,46700.000000,46000.000000,46200.000000,40269.886719,11299738
2019-02-14,46600.000000,47500.000000,46150.000000,47500.000000,41403.027344,17259341
2019-02-15,46750.000000,46850.000000,45650.000000,46050.000000,40139.148438,10554643
2019-02-18,46500.000000,46850.000000,45850.000000,46200.000000,40269.886719,8183728
2019-02-19,45850.000000,46150.000000,45450.000000,45950.000000,40051.984375,6741395
2019-02-20,46750.000000,47100.000000,46500.000000,46900.000000,40880.035156,11506720
2019-02-21,46500.000000,47200.000000,46200.000000,46950.000000,40923.613281,8694009
2019-02-22,46500.000000,47150.000000,46450.000000,47150.000000,41097.953125,6895772
2019-02-25,47400.000000,47550.000000,47050.000000,47350.000000,41272.277344,7484716
2019-02-26,47350.000000,47450.000000,46500.000000,46750.000000,40749.289063,7985547
2019-02-27,47000.000000,47250.000000,46750.000000,46750.000000,40749.289063,8045211
2019-02-28,46400.000000,46500.000000,45100.000000,45100.000000,39311.082031,23569321
2019-03-04,46000.000000,46100.000000,44800.000000,44850.000000,39093.171875,12926539
2019-03-05,44600.000000,45100.000000,44150.000000,44250.000000,38570.183594,10612405
2019-03-06,44000.000000,44300.000000,43700.000000,44000.000000,38352.273438,10202544
2019-03-07,43400.000000,44950.000000,43400.000000,44450.000000,38744.511719,11049749
2019-03-08,44450.000000,44800.000000,43800.000000,43800.000000,38177.949219,7729069
2019-03-11,44400.000000,44450.000000,43650.000000,43650.000000,38047.203125,10717408
2019-03-12,44300.000000,44950.000000,44150.000000,44650.000000,38918.851563,11431977
2019-03-13,44250.000000,44450.000000,43700.000000,43850.000000,38221.519531,8108343
2019-03-14,43700.000000,44300.000000,43550.000000,43850.000000,38221.519531,18039161
2019-03-15,43800.000000,44250.000000,43700.000000,44200.000000,38526.605469,16814163
2019-03-18,43950.000000,44150.000000,43450.000000,43700.000000,38090.781250,8188876
2019-03-19,43750.000000,43900.000000,43550.000000,43900.000000,38265.113281,7609563
2019-03-20,43800.000000,44200.000000,43100.000000,44050.000000,38395.855469,9846242
2019-03-21,44600.000000,46250.000000,44050.000000,45850.000000,39964.812500,21138016
2019-03-22,46850.000000,47000.000000,46250.000000,46550.000000,40574.964844,12535911
2019-03-25,45300.000000,45650.000000,44800.000000,45500.000000,39659.750000,8699728
2019-03-26,45500.000000,45700.000000,44900.000000,45250.000000,39441.828125,9729811
2019-03-27,44750.000000,45600.000000,44250.000000,45350.000000,39528.992188,9568081
2019-03-28,44950.000000,45200.000000,44300.000000,44850.000000,39400.730469,6821306
2019-03-29,44500.000000,44900.000000,44200.000000,44650.000000,39225.031250,11491713
2019-04-01,45200.000000,45450.000000,44850.000000,45050.000000,39576.441406,7362129
2019-04-02,45550.000000,46100.000000,45350.000000,45750.000000,40191.382813,9480688
2019-04-03,46750.000000,46750.000000,45800.000000,46600.000000,40938.105469,12436570
2019-04-04,46150.000000,47100.000000,46150.000000,46950.000000,41245.574219,12650168
2019-04-05,46950.000000,47550.000000,46600.000000,46850.000000,41157.742188,8546339
2019-04-08,47250.000000,47250.000000,46150.000000,46650.000000,40982.039063,8507909
2019-04-09,46700.000000,46950.000000,46200.000000,46650.000000,40982.039063,6878761
2019-04-10,46400.000000,46700.000000,46050.000000,46700.000000,41025.953125,11883995
2019-04-11,46700.000000,46800.000000,46150.000000,46250.000000,40630.632813,13697399
2019-04-12,46050.000000,46900.000000,46000.000000,46850.000000,41157.742188,7668936
2019-04-15,47150.000000,47500.000000,47000.000000,47050.000000,41333.429688,8733019
2019-04-16,47400.000000,47400.000000,46800.000000,47250.000000,41509.136719,7730881
2019-04-17,47300.000000,47600.000000,47000.000000,47050.000000,41333.429688,5513658
2019-04-18,47200.000000,47250.000000,45500.000000,45600.000000,40059.613281,12808747
2019-04-19,45750.000000,46000.000000,45250.000000,45300.000000,39796.058594,8479710
2019-04-22,45400.000000,45900.000000,45100.000000,45350.000000,39839.988281,6006957
2019-04-23,45050.000000,45500.000000,45000.000000,45200.000000,39708.203125,6920566
2019-04-24,45400.000000,45650.000000,44150.000000,44750.000000,39312.878906,13299267
2019-04-25,44250.000000,45000.000000,44100.000000,44650.000000,39225.031250,10868965
2019-04-26,44200.000000,45000.000000,43800.000000,44850.000000,39400.730469,9739982
2019-04-29,45150.000000,46150.000000,45100.000000,46150.000000,40542.781250,8777517
2019-04-30,46000.000000,46300.000000,45350.000000,45850.000000,40279.238281,11121273
2019-05-02,45500.000000,46150.000000,45400.000000,45900.000000,40323.164063,8625126
2019-05-03,45900.000000,46050.000000,45300.000000,45300.000000,39796.058594,6562916
2019-05-07,45250.000000,45300.000000,44400.000000,44850.000000,39400.730469,12014907
2019-05-08,44300.000000,44850.000000,44200.000000,44250.000000,38873.636719,10398754
2019-05-09,43900.000000,44250.000000,42450.000000,42450.000000,37292.332031,23029718
2019-05-10,42600.000000,43450.000000,42450.000000,42900.000000,37687.664063,14579512
2019-05-13,42500.000000,43200.000000,42350.000000,42650.000000,37468.031250,7635079
2019-05-14,41300.000000,43100.000000,41300.000000,42650.000000,37468.031250,11563730
2019-05-15,42700.000000,43050.000000,42550.000000,42550.000000,37380.179688,7670185
2019-05-16,42350.000000,42400.000000,41350.000000,41550.000000,36501.683594,13687828
2019-05-17,41950.000000,42050.000000,40850.000000,41200.000000,36194.207031,13357951
2019-05-20,41650.000000,42100.000000,41550.000000,42000.000000,36897.007813,15752397
2019-05-21,42600.000000,43950.000000,42350.000000,43150.000000,37907.277344,18812133
2019-05-22,43700.000000,43800.000000,42400.000000,43500.000000,38214.753906,11033339
2019-05-23,43900.000000,44000.000000,43250.000000,43850.000000,38522.234375,12259006
2019-05-24,43800.000000,43800.000000,42400.000000,42700.000000,37511.964844,13966305
2019-05-27,42500.000000,43000.000000,42350.000000,42650.000000,37468.031250,8066669
2019-05-28,42550.000000,42950.000000,42150.000000,42550.000000,37380.179688,24506881
2019-05-29,41850.000000,42100.000000,41300.000000,41800.000000,36721.308594,14930618
2019-05-30,42200.000000,42700.000000,42150.000000,42550.000000,37380.179688,11766018
2019-05-31,42600.000000,42800.000000,42150.000000,42500.000000,37336.257813,11365999
2019-06-03,42950.000000,43900.000000,42500.000000,43800.000000,38478.312500,15466580
2019-06-04,43400.000000,43700.000000,43000.000000,43450.000000,38170.824219,9913497
2019-06-05,44050.000000,44200.000000,43700.000000,43900.000000,38566.164063,12464135
2019-06-07,43600.000000,44350.000000,43450.000000,44200.000000,38829.714844,11683682
2019-06-10,44300.000000,44850.000000,44050.000000,44800.000000,39356.800781,8792182
2019-06-11,44800.000000,45000.000000,44550.000000,44850.000000,39400.730469,6664872
2019-06-12,44800.000000,45050.000000,44300.000000,44600.000000,39181.109375,8607439
2019-06-13,44200.000000,44400.000000,43400.000000,43750.000000,38434.386719,16906541
2019-06-14,43750.000000,44150.000000,43300.000000,44000.000000,38654.003906,9322873
2019-06-17,43750.000000,44050.000000,43400.000000,43900.000000,38566.164063,11890424
2019-06-18,43750.000000,44500.000000,43650.000000,44350.000000,38961.476563,7994928
2019-06-19,45450.000000,45450.000000,45000.000000,45350.000000,39839.988281,10417690
2019-06-20,44850.000000,45500.000000,44850.000000,45500.000000,39971.765625,7147785
2019-06-21,45750.000000,45800.000000,45200.000000,45700.000000,40147.445313,9454913
2019-06-24,45200.000000,45800.000000,45200.000000,45500.000000,39971.765625,6085066
2019-06-25,45200.000000,45800.000000,45200.000000,45600.000000,40059.613281,7076774
2019-06-26,45800.000000,46000.000000,45600.000000,45700.000000,40147.445313,9226097
2019-06-27,46000.000000,46600.000000,45750.000000,46500.000000,41169.152344,12603534
2019-06-28,47000.000000,47000.000000,46700.000000,47000.000000,41611.832031,12949231
2019-07-01,47350.000000,47400.000000,46250.000000,46600.000000,41257.695313,11383522
2019-07-02,46200.000000,46900.000000,45850.000000,46250.000000,40947.820313,8463073
2019-07-03,45750.000000,46350.000000,45200.000000,45400.000000,40195.269531,9669368
2019-07-04,45250.000000,46200.000000,45250.000000,46000.000000,40726.484375,6365573
2019-07-05,45950.000000,45950.000000,45250.000000,45650.000000,40416.601563,7235395
2019-07-08,44750.000000,44800.000000,44350.000000,44400.000000,39309.914063,7823843
2019-07-09,44850.000000,45450.000000,44700.000000,45100.000000,39929.656250,7646421
2019-07-10,45550.000000,46150.000000,45500.000000,45550.000000,40328.078125,9253930
2019-07-11,46350.000000,46550.000000,46150.000000,46200.000000,40903.554688,10989751
2019-07-12,46350.000000,46400.000000,45800.000000,46300.000000,40992.097656,5245804
2019-07-15,45950.000000,46650.000000,45750.000000,46450.000000,41124.890625,4717226
2019-07-16,46450.000000,46850.000000,46300.000000,46850.000000,41479.035156,7407824
2019-07-17,46150.000000,46350.000000,45950.000000,46050.000000,40770.753906,5216602
2019-07-18,46450.000000,46450.000000,45650.000000,46100.000000,40815.015625,5143554
2019-07-19,46650.000000,46950.000000,46600.000000,46800.000000,41434.769531,8819393
2019-07-22,46800.000000,47300.000000,46600.000000,47200.000000,41788.910156,9009109
2019-07-23,47350.000000,47550.000000,47050.000000,47300.000000,41877.445313,9061381
2019-07-24,47100.000000,47150.000000,46250.000000,46400.000000,41080.628906,8756522
2019-07-25,47150.000000,47200.000000,46600.000000,47200.000000,41788.910156,8408838
2019-07-26,46650.000000,47150.000000,46550.000000,47150.000000,41744.644531,7873886
2019-07-29,46800.000000,47050.000000,46000.000000,46100.000000,40815.015625,6856846
2019-07-30,46300.000000,46850.000000,46300.000000,46550.000000,41213.429688,5551014
2019-07-31,46200.000000,46600.000000,45000.000000,45350.000000,40151.000000,12872916
2019-08-01,44900.000000,45500.000000,44850.000000,45200.000000,40018.195313,7811181
2019-08-02,44550.000000,45500.000000,44300.000000,44950.000000,39796.851563,12151374
2019-08-05,44350.000000,44600.000000,43600.000000,43950.000000,38911.496094,14214086
2019-08-06,42500.000000,43800.000000,42500.000000,43500.000000,38513.085938,15083824
2019-08-07,43600.000000,43900.000000,43100.000000,43200.000000,38247.484375,10002533
2019-08-08,43250.000000,43500.000000,42650.000000,42650.000000,37760.527344,16926881
2019-08-09,43250.000000,43350.000000,43050.000000,43150.000000,38203.210938,9685147
2019-08-12,44000.000000,44000.000000,43550.000000,43700.000000,38690.156250,8466169
2019-08-13,43500.000000,43500.000000,42950.000000,43000.000000,38070.410156,7276979
2019-08-14,43900.000000,44250.000000,43500.000000,43700.000000,38690.156250,8750135
2019-08-16,43800.000000,43900.000000,43300.000000,43900.000000,38867.234375,9528115
2019-08-19,44350.000000,44350.000000,43500.000000,43600.000000,38601.621094,6014218
2019-08-20,43950.000000,44600.000000,43550.000000,44450.000000,39354.171875,8434205
2019-08-21,44350.000000,44800.000000,44150.000000,44500.000000,39398.441406,6571717
2019-08-22,44500.000000,44700.000000,43850.000000,44050.000000,39000.031250,8061177
2019-08-23,43800.000000,44200.000000,43650.000000,43950.000000,38911.496094,5017381
2019-08-26,43050.000000,43800.000000,42950.000000,43600.000000,38601.621094,7954949
2019-08-27,43650.000000,44200.000000,43600.000000,44050.000000,39000.031250,16883932
2019-08-28,44100.000000,44400.000000,43750.000000,44150.000000,39088.578125,5758333
2019-08-29,44200.000000,44200.000000,43050.000000,43400.000000,38424.554688,10768862
2019-08-30,43750.000000,44300.000000,43750.000000,44000.000000,38955.765625,9899073
2019-09-02,44850.000000,44850.000000,43650.000000,43800.000000,38778.699219,7185537
2019-09-03,43550.000000,43650.000000,43100.000000,43250.000000,38291.742188,9774941
2019-09-04,43250.000000,44100.000000,43150.000000,44100.000000,39044.292969,12441837
2019-09-05,44800.000000,46100.000000,44450.000000,45700.000000,40460.863281,18297430
2019-09-06,46500.000000,46500.000000,45850.000000,46300.000000,40992.097656,9896562
2019-09-09,46450.000000,47000.000000,46300.000000,46900.000000,41523.308594,9434157
2019-09-10,47100.000000,47200.000000,46550.000000,47000.000000,41611.832031,9231792
2019-09-11,47300.000000,47400.000000,46800.000000,47150.000000,41744.644531,16141619
2019-09-16,47000.000000,47100.000000,46400.000000,47100.000000,41700.371094,15550926
2019-09-17,47000.000000,47100.000000,46800.000000,46900.000000,41523.308594,7006280
2019-09-18,46900.000000,47700.000000,46800.000000,47700.000000,42231.585938,10413027
2019-09-19,48050.000000,49200.000000,47850.000000,49150.000000,43515.359375,16461413
2019-09-20,49400.000000,49600.000000,49100.000000,49200.000000,43559.628906,15460210
2019-09-23,49250.000000,49300.000000,49000.000000,49300.000000,43648.167969,7568553
2019-09-24,49050.000000,49650.000000,48850.000000,49500.000000,43825.238281,7871955
2019-09-25,49200.000000,49350.000000,48800.000000,48900.000000,43294.019531,9187141
2019-09-26,49000.000000,49250.000000,48900.000000,49200.000000,43559.628906,8494756
2019-09-27,48000.000000,48700.000000,48000.000000,48400.000000,43161.894531,8048041
2019-09-30,48050.000000,49250.000000,47900.000000,49050.000000,43741.550781,9497119
2019-10-01,48900.000000,49100.000000,48650.000000,48850.000000,43563.199219,6206035
2019-10-02,48350.000000,48400.000000,47600.000000,47600.000000,42448.476563,8382463
2019-10-04,47400.000000,48650.000000,47350.000000,48000.000000,42805.187500,9331695
2019-10-07,48350.000000,48700.000000,47650.000000,47750.000000,42582.250000,7047273
